canonical,recipe_slots,recipe
ts_cpt_value,1,"{""returns"": ""return_decimal""}"
ts_cross_extremogram,2,"{""target"": ""return_decimal"", ""source"": ""continuous_close""}"
ts_cross_quantilogram,2,"{""target"": ""return_decimal"", ""source"": ""continuous_close""}"
ts_cross_spectral_coherence,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_cross_spectral_phase,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_crossing_acceleration,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_crossing_speed,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_cumulative_deviation_score,1,"{""x"": ""continuous_close""}"
ts_current_drawdown_area,1,"{""x"": ""continuous_close""}"
ts_current_drawdown_duration,1,"{""x"": ""continuous_close""}"
ts_cusum_pressure,1,"{""x"": ""continuous_close""}"
ts_cusum_vol_break_score,1,"{""x"": ""continuous_close""}"
ts_days_since,1,"{""condition"": ""condition_bool""}"
ts_days_since_high,1,"{""x"": ""continuous_close""}"
ts_days_since_low,1,"{""x"": ""continuous_close""}"
ts_dc_duration_asymmetry,1,"{""x"": ""continuous_close""}"
ts_dc_event_rate,1,"{""x"": ""continuous_close""}"
ts_dc_overshoot_asymmetry,1,"{""x"": ""continuous_close""}"
ts_dc_overshoot_ratio,1,"{""x"": ""continuous_close""}"
ts_decay_exp_window,1,"{""x"": ""continuous_close""}"
ts_decay_linear,1,"{""x"": ""continuous_close""}"
ts_delay,1,"{""x"": ""continuous_close""}"
ts_delay_intrinsic_dimension,1,"{""x"": ""continuous_close""}"
ts_delta,1,"{""x"": ""continuous_close""}"
ts_detrended_level_spectral_entropy,1,"{""x"": ""continuous_close""}"
ts_dfa_hurst,1,"{""x"": ""continuous_close""}"
ts_distance_corr,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_distance_correlation_partial_proxy,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_distance_cov,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_distance_to_high,1,"{""x"": ""continuous_close""}"
ts_distance_to_low,1,"{""x"": ""continuous_close""}"
ts_distance_to_resistance,2,"{""close"": ""continuous_close"", ""high"": ""continuous_high""}"
ts_distance_to_support,2,"{""close"": ""continuous_close"", ""low"": ""continuous_low""}"
ts_dmd_dominant_frequency,1,"{""x"": ""continuous_close""}"
ts_dmd_dominant_growth_rate,1,"{""x"": ""continuous_close""}"
ts_dmd_level_dominant_frequency,1,"{""x"": ""continuous_close""}"
ts_dmd_level_dominant_growth_rate,1,"{""x"": ""continuous_close""}"
ts_dmd_level_mode_concentration,1,"{""x"": ""continuous_close""}"
ts_dmd_mode_concentration,1,"{""x"": ""continuous_close""}"
ts_dmd_return_dominant_frequency,1,"{""x"": ""return_decimal""}"
ts_dmd_return_dominant_growth_rate,1,"{""x"": ""return_decimal""}"
ts_dmd_return_mode_concentration,1,"{""x"": ""return_decimal""}"
ts_dominant_cycle_period,1,"{""x"": ""continuous_close""}"
ts_downside_deviation,1,"{""x"": ""continuous_close""}"
ts_edge_effective_spread,4,"{""open"": ""continuous_open"", ""high"": ""continuous_high"", ""low"": ""continuous_low"", ""close"": ""continuous_close""}"
ts_effective_transfer_entropy,2,"{""target"": ""return_decimal"", ""source"": ""continuous_close""}"
ts_effective_turning_rate,1,"{""x"": ""continuous_close""}"
ts_ema,1,"{""x"": ""continuous_close""}"
ts_endpoint_deviation,1,"{""x"": ""continuous_close""}"
ts_energy_break_score,3,"{""f1"": ""return_decimal"", ""f2"": ""raw_volume_shares"", ""f3"": ""turnover""}"
ts_envelope_boundary_dwell,1,"{""x"": ""continuous_close""}"
ts_envelope_compression,1,"{""mid"": ""continuous_close""}"
ts_envelope_pressure,1,"{""x"": ""continuous_close""}"
ts_event_spacing_cv,1,"{""condition"": ""condition_bool""}"
ts_event_spacing_mean,1,"{""condition"": ""condition_bool""}"
ts_evt_threshold_stability,1,"{""x"": ""continuous_close""}"
ts_ewm_corr,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_ewm_cov,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_ewm_std,1,"{""x"": ""continuous_close""}"
ts_ewm_var,1,"{""x"": ""continuous_close""}"
ts_expected_shortfall,1,"{""x"": ""continuous_close""}"
ts_expected_shortfall_asymmetry,1,"{""x"": ""continuous_close""}"
ts_expectile,1,"{""x"": ""continuous_close""}"
ts_expectile_beta,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_expectile_beta_spread,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_expectile_regression_coeff,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_expectile_regression_coeff_prior,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_expectile_regression_forecast_error,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_expectile_regression_resid,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_extrema_confirmation_rate,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_extrema_divergence_strength,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_extremal_dependence_decay,1,"{""x"": ""continuous_close""}"
ts_extremal_index,1,"{""x"": ""continuous_close""}"
ts_extreme_cluster_ratio,1,"{""x"": ""continuous_close""}"
ts_extremogram,1,"{""x"": ""continuous_close""}"
ts_feature_effective_rank,3,"{""f1"": ""return_decimal"", ""f2"": ""raw_volume_shares"", ""f3"": ""turnover""}"
ts_feature_mode_share,3,"{""f1"": ""return_decimal"", ""f2"": ""raw_volume_shares"", ""f3"": ""turnover""}"
ts_feature_pca_reconstruction_error,3,"{""f1"": ""return_decimal"", ""f2"": ""raw_volume_shares"", ""f3"": ""turnover""}"
ts_feature_subspace_rotation,3,"{""f1"": ""return_decimal"", ""f2"": ""raw_volume_shares"", ""f3"": ""turnover""}"
ts_ffill_limited,1,"{""x"": ""continuous_close""}"
ts_fir_lowpass_causal,1,"{""x"": ""continuous_close""}"
ts_first_passage_bias,1,"{""x"": ""continuous_close""}"
ts_first_passage_conditional_time,1,"{""x"": ""continuous_close""}"
ts_first_passage_hit_probability,1,"{""x"": ""continuous_close""}"
ts_fisher_information_shift,1,"{""x"": ""continuous_close""}"
ts_forbidden_ordinal_pattern_excess,1,"{""x"": ""continuous_close""}"
ts_forbidden_ordinal_pattern_ratio,1,"{""x"": ""continuous_close""}"
ts_forbidden_ordinal_pattern_signed_excess,1,"{""x"": ""continuous_close""}"
ts_fractional_difference,1,"{""x"": ""continuous_close""}"
ts_fractional_difference_discarded_weight_mass,1,"{""x"": ""continuous_close""}"
ts_gap_fill_ratio,2,"{""close"": ""continuous_close"", ""open"": ""continuous_open""}"
ts_gap_reversion_ratio,2,"{""close"": ""continuous_close"", ""open"": ""continuous_open""}"
ts_gap_survival_duration,2,"{""close"": ""continuous_close"", ""open"": ""continuous_open""}"
ts_garch_next_vol_forecast,1,"{""x"": ""return_decimal""}"
ts_garch_persistence,1,"{""x"": ""return_decimal""}"
ts_garch_standardized_shock,1,"{""x"": ""return_decimal""}"
ts_garch_vol_surprise,1,"{""x"": ""return_decimal""}"
ts_generalized_hurst_exponent,1,"{""x"": ""continuous_close""}"
ts_generalized_hurst_spread_q1_q4,1,"{""x"": ""continuous_close""}"
ts_gjr_garch_vol_forecast,1,"{""x"": ""return_decimal""}"
ts_gjr_leverage,1,"{""x"": ""return_decimal""}"
ts_glr_mean_shift_score,1,"{""x"": ""continuous_close""}"
ts_glr_variance_shift_score,1,"{""x"": ""continuous_close""}"
ts_gpd_shape_pwm,1,"{""x"": ""continuous_close""}"
ts_h_infinity_level_filter,1,"{""x"": ""continuous_close""}"
ts_hampel_filter_causal,1,"{""x"": ""continuous_close""}"
ts_hankel_effective_rank,1,"{""x"": ""continuous_close""}"
ts_hankel_singular_gap,1,"{""x"": ""continuous_close""}"
ts_har_from_return_forecast_error_z,1,"{""x"": ""return_decimal""}"
ts_har_from_return_next_vol,1,"{""x"": ""return_decimal""}"
ts_har_rv_forecast_error_z,1,"{""x"": ""return_decimal""}"
ts_har_rv_next_var_forecast,1,"{""x"": ""return_decimal""}"
ts_har_rv_next_vol_forecast,1,"{""x"": ""return_decimal""}"
ts_hartigan_dip,1,"{""x"": ""continuous_close""}"
ts_higuchi_fractal_dimension,1,"{""x"": ""continuous_close""}"
ts_hill_tail_index,1,"{""x"": ""continuous_close""}"
ts_hodges_lehmann_location,1,"{""x"": ""continuous_close""}"
ts_hsic,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_huber_regression_coeff,1,"{""y"": ""return_decimal""}"
ts_huber_regression_coeff_prior,1,"{""y"": ""return_decimal""}"
ts_huber_regression_forecast_error,1,"{""y"": ""return_decimal""}"
ts_huber_regression_forecast_error_z,1,"{""y"": ""return_decimal""}"
ts_huber_regression_in_sample_resid,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_huber_regression_predictive_resid,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_huber_regression_resid_z,1,"{""y"": ""return_decimal""}"
ts_hurst_dfa,1,"{""x"": ""continuous_close""}"
ts_hvg_assortativity,1,"{""x"": ""continuous_close""}"
ts_hvg_clustering_coefficient,1,"{""x"": ""continuous_close""}"
ts_hvg_degree_entropy,1,"{""x"": ""continuous_close""}"
ts_hvg_forward_backward_asymmetry,1,"{""x"": ""continuous_close""}"
ts_hvg_motif_entropy,1,"{""x"": ""continuous_close""}"
ts_hysteresis_age,1,"{""z"": ""continuous_close""}"
ts_hysteresis_state,1,"{""z"": ""continuous_close""}"
ts_impulse_return,1,"{""close"": ""continuous_close""}"
ts_impulse_strength,1,"{""close"": ""continuous_close""}"
ts_impulse_volume,1,"{""volume"": ""raw_volume_shares""}"
ts_industry_liquidity_beta,1,"{""own_return"": ""continuous_close""}"
ts_interval_exploration_efficiency,1,"{""close"": ""continuous_close""}"
ts_interval_nesting_depth,2,"{""low"": ""continuous_low"", ""high"": ""continuous_high""}"
ts_interval_occupancy_entropy,2,"{""low"": ""continuous_low"", ""high"": ""continuous_high""}"
ts_interval_occupancy_mode_distance,1,"{""x"": ""continuous_close""}"
ts_interval_overlap_connected_component_ratio,2,"{""low"": ""continuous_low"", ""high"": ""continuous_high""}"
ts_interval_union_coverage,2,"{""low"": ""continuous_low"", ""high"": ""continuous_high""}"
ts_joint_energy_shift,3,"{""f1"": ""return_decimal"", ""f2"": ""raw_volume_shares"", ""f3"": ""turnover""}"
ts_jump_bipower_proxy,1,"{""ret"": ""return_decimal""}"
ts_kalman_beta,1,"{""x"": ""return_decimal""}"
ts_kalman_beta_change,1,"{""x"": ""return_decimal""}"
ts_kalman_beta_uncertainty,1,"{""x"": ""return_decimal""}"
ts_kalman_innovation_z,1,"{""x"": ""return_decimal""}"
ts_kalman_level,1,"{""x"": ""return_decimal""}"
ts_kalman_trend,1,"{""x"": ""return_decimal""}"
ts_kama,1,"{""x"": ""continuous_close""}"
ts_kernel_granger_score,2,"{""y"": ""return_decimal"", ""x"": ""return_decimal""}"
ts_km_diffusion_gradient,1,"{""x"": ""continuous_close""}"
ts_km_equilibrium_distance,1,"{""x"": ""continuous_close""}"
ts_km_quasipotential_depth,1,"{""x"": ""continuous_close""}"
ts_kramers_moyal_diffusion,1,"{""x"": ""continuous_close""}"
ts_kramers_moyal_drift,1,"{""x"": ""continuous_close""}"
ts_kramers_moyal_local_stability,1,"{""x"": ""continuous_close""}"
ts_ks_shift,1,"{""x"": ""continuous_close""}"
ts_kurt,1,"{""x"": ""continuous_close""}"
ts_l1_trend_filter_trailing,1,"{""x"": ""continuous_close""}"
ts_l_kurtosis,1,"{""x"": ""continuous_close""}"
ts_l_skewness,1,"{""x"": ""continuous_close""}"
ts_lag_of_peak_corr,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_lagged_mutual_information,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_last_if,2,"{""x"": ""continuous_close"", ""condition"": ""condition_bool""}"
ts_last_pivot_high,1,"{""high"": ""continuous_high""}"
ts_last_pivot_low,1,"{""low"": ""continuous_low""}"
ts_lempel_ziv_complexity,1,"{""x"": ""continuous_close""}"
ts_level_shift_score,1,"{""x"": ""continuous_close""}"
ts_leverage_effect,1,"{""ret"": ""return_decimal""}"
ts_line_convergence,2,"{""high"": ""continuous_high"", ""low"": ""continuous_low""}"
ts_line_parallelism,2,"{""high"": ""continuous_high"", ""low"": ""continuous_low""}"
ts_lo_mackinlay_vr,1,"{""x"": ""continuous_close""}"
ts_lo_mackinlay_z,1,"{""x"": ""continuous_close""}"
ts_local_lyapunov_exponent,1,"{""x"": ""continuous_close""}"
ts_location_shift,1,"{""x"": ""continuous_close""}"
ts_log_return,1,"{""x"": ""continuous_close""}"
ts_lower_partial_moment,1,"{""x"": ""continuous_close""}"
ts_lower_tail_coexceedance_probability,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_lz_complexity,1,"{""x"": ""continuous_close""}"
ts_mad,1,"{""x"": ""continuous_close""}"
ts_market_liquidity_beta,1,"{""own_return"": ""continuous_close""}"
ts_markov_committor,1,"{""x"": ""continuous_close""}"
ts_markov_entropy_production,1,"{""x"": ""continuous_close""}"
ts_markov_mean_first_passage_time,1,"{""x"": ""continuous_close""}"
ts_markov_persistence,1,"{""x"": ""continuous_close""}"
ts_markov_spectral_gap,1,"{""x"": ""continuous_close""}"
ts_markov_state_entropy,1,"{""x"": ""continuous_close""}"
ts_markov_stationary_surprisal,1,"{""x"": ""continuous_close""}"
ts_markov_transition_surprisal,1,"{""x"": ""continuous_close""}"
ts_mass_concentration,1,"{""weight"": ""continuous_close""}"
ts_matrix_profile_discord_score,1,"{""x"": ""continuous_close""}"
ts_matrix_profile_motif_age,1,"{""x"": ""continuous_close""}"
ts_matrix_profile_motif_frequency,1,"{""x"": ""continuous_close""}"
ts_matrix_profile_neighbor_dispersion,1,"{""x"": ""continuous_close""}"
ts_matrix_profile_novelty,1,"{""x"": ""continuous_close""}"
ts_max,1,"{""x"": ""continuous_close""}"
ts_max_buildup,1,"{""x"": ""continuous_close""}"
ts_max_chord_excursion,1,"{""x"": ""continuous_close""}"
ts_max_drawdown,1,"{""x"": ""continuous_close""}"
ts_max_drawdown_activity_cost,1,"{""x"": ""continuous_close""}"
ts_max_if,1,"{""x"": ""continuous_close""}"
ts_mean,1,"{""x"": ""continuous_close""}"
ts_mean_abs_deviation,1,"{""x"": ""continuous_close""}"
ts_mean_excess_slope,1,"{""x"": ""continuous_close""}"
ts_mean_if,1,"{""x"": ""continuous_close""}"
ts_mean_reversion_half_life,1,"{""x"": ""continuous_close""}"
ts_mean_reversion_ou_approx_half_life,1,"{""x"": ""continuous_close""}"
ts_mean_reversion_ou_approx_half_life_prior,1,"{""x"": ""continuous_close""}"
ts_median,1,"{""x"": ""continuous_close""}"
ts_median3_causal,1,"{""x"": ""continuous_close""}"
ts_median_abs_deviation,1,"{""x"": ""continuous_close""}"
ts_min,1,"{""x"": ""continuous_close""}"
ts_min_if,1,"{""x"": ""continuous_close""}"
ts_mmd_rbf_shift,1,"{""x"": ""continuous_close""}"
ts_modwt_band_corr,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_moment,1,"{""x"": ""continuous_close""}"
ts_monotonicity,1,"{""x"": ""continuous_close""}"
ts_motif_recurrence_count,1,"{""x"": ""continuous_close""}"
ts_multi_regression_adjusted_r2_prior,1,"{""y"": ""return_decimal""}"
ts_multi_regression_coeff,1,"{""y"": ""return_decimal""}"
ts_multi_regression_coeff_prior,1,"{""y"": ""return_decimal""}"
ts_multi_regression_coeff_stability,1,"{""y"": ""return_decimal""}"
ts_multi_regression_forecast_error,1,"{""y"": ""return_decimal""}"
ts_multi_regression_forecast_error_z,1,"{""y"": ""return_decimal""}"
ts_multi_regression_r2,1,"{""y"": ""return_decimal""}"
ts_multi_regression_r2_prior,1,"{""y"": ""return_decimal""}"
ts_multi_regression_resid,1,"{""y"": ""return_decimal""}"
ts_multi_regression_resid_z,1,"{""y"": ""return_decimal""}"
ts_multifractal_asymmetry,1,"{""x"": ""continuous_close""}"
ts_multifractal_curvature,1,"{""x"": ""continuous_close""}"
ts_multifractal_spectrum_width,1,"{""x"": ""continuous_close""}"
ts_multiscale_entropy_slope,1,"{""x"": ""continuous_close""}"
ts_multiscale_permutation_entropy_slope,1,"{""x"": ""continuous_close""}"
ts_multiscale_trend_consensus,1,"{""x"": ""continuous_close""}"
ts_multiscale_trend_curvature,1,"{""x"": ""continuous_close""}"
ts_multiscale_trend_dispersion,1,"{""x"": ""continuous_close""}"
ts_mutual_information,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_nearest_structural_level_distance,1,"{""price"": ""continuous_close""}"
ts_negative_ratio,1,"{""x"": ""continuous_close""}"
ts_new_high,1,"{""x"": ""continuous_close""}"
ts_new_low,1,"{""x"": ""continuous_close""}"
ts_nth_pivot_high,1,"{""high"": ""continuous_high""}"
ts_nth_pivot_high_age,1,"{""high"": ""continuous_high""}"
ts_nth_pivot_low,1,"{""low"": ""continuous_low""}"
ts_nth_pivot_low_age,1,"{""low"": ""continuous_low""}"
ts_nth_value,1,"{""x"": ""continuous_close""}"
ts_opening_mispricing_score,2,"{""close"": ""continuous_close"", ""open"": ""continuous_open""}"
ts_ordinal_irreversibility,1,"{""x"": ""continuous_close""}"
ts_overnight_intraday_cov,2,"{""close"": ""continuous_close"", ""open"": ""continuous_open""}"
ts_overnight_intraday_sign_agreement,2,"{""close"": ""continuous_close"", ""open"": ""continuous_open""}"
ts_overnight_intraday_spread,2,"{""close"": ""continuous_close"", ""open"": ""continuous_open""}"
ts_partial_corr,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_pastor_stambaugh_liquidity_gamma,3,"{""ret"": ""return_decimal"", ""benchmark_ret"": ""benchmark_return"", ""amount"": ""amount_local""}"
ts_path_efficiency,1,"{""x"": ""continuous_close""}"
ts_path_leadlag_area,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_path_signature_area,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_path_signature_depth2_norm,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_pattern_symmetry,2,"{""high"": ""continuous_high"", ""low"": ""continuous_low""}"
ts_pct,1,"{""x"": ""continuous_close""}"
ts_permutation_entropy,1,"{""x"": ""continuous_close""}"
ts_permutation_transition_entropy,1,"{""x"": ""continuous_close""}"
ts_persistence_birth_dispersion,1,"{""x"": ""return_decimal""}"
ts_persistence_diagram_shift,1,"{""x"": ""continuous_close""}"
ts_persistence_entropy_h0,1,"{""x"": ""continuous_close""}"
ts_persistence_entropy_h1,1,"{""x"": ""continuous_close""}"
ts_pettitt_change_score,1,"{""x"": ""continuous_close""}"
ts_pickands_tail_index,1,"{""x"": ""continuous_close""}"
ts_pivot_high_age,1,"{""high"": ""continuous_high""}"
ts_pivot_high_count,1,"{""high"": ""continuous_high""}"
ts_pivot_high_spacing,1,"{""high"": ""continuous_high""}"
ts_pivot_low_age,1,"{""low"": ""continuous_low""}"
ts_pivot_low_count,1,"{""low"": ""continuous_low""}"
ts_pivot_low_spacing,1,"{""low"": ""continuous_low""}"
ts_poly2_coeff,1,"{""x"": ""continuous_close""}"
ts_poly2_forecast_error,1,"{""x"": ""continuous_close""}"
ts_poly2_forecast_error_z,1,"{""x"": ""continuous_close""}"
ts_poly2_prior_coeff,1,"{""x"": ""continuous_close""}"
ts_poly2_resid,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_positive_ratio,1,"{""x"": ""continuous_close""}"
ts_prev_high,1,"{""x"": ""continuous_close""}"
ts_prev_low,1,"{""x"": ""continuous_close""}"
ts_price_delay,1,"{""stock_return"": ""continuous_close""}"
ts_product,1,"{""x"": ""continuous_close""}"
ts_pseudocount_sample_entropy,1,"{""x"": ""continuous_close""}"
ts_qn_scale,1,"{""x"": ""continuous_close""}"
ts_quantile,1,"{""x"": ""continuous_close""}"
ts_quantile_beta_spread,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_quantile_beta_spread_prior,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_quantile_crossing_spectral_concentration,1,"{""x"": ""continuous_close""}"
ts_quantile_if,1,"{""x"": ""continuous_close""}"
ts_quantile_kurtosis,1,"{""x"": ""continuous_close""}"
ts_quantile_range,1,"{""x"": ""continuous_close""}"
ts_quantile_regression_beta,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_quantile_regression_coeff,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_quantile_regression_coeff_prior,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_quantile_regression_resid,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_quantile_regression_slope,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_quantile_skew,1,"{""x"": ""continuous_close""}"
ts_quantile_transport_curvature,1,"{""x"": ""continuous_close""}"
ts_quantile_transport_slope,1,"{""x"": ""continuous_close""}"
ts_quantilogram,1,"{""x"": ""continuous_close""}"
ts_range_expansion,2,"{""high"": ""continuous_high"", ""low"": ""continuous_low""}"
ts_rank,1,"{""x"": ""continuous_close""}"
ts_rank_if,1,"{""x"": ""continuous_close""}"
ts_ratio,1,"{""x"": ""continuous_close""}"
ts_realized_quarticity,1,"{""ret"": ""return_decimal""}"
ts_recovery_fraction,1,"{""x"": ""continuous_close""}"
ts_recurrence_determinism,1,"{""x"": ""continuous_close""}"
ts_recurrence_diagonal_entropy,1,"{""x"": ""continuous_close""}"
ts_recurrence_divergence,1,"{""x"": ""continuous_close""}"
ts_recurrence_laminarity,1,"{""x"": ""continuous_close""}"
ts_recurrence_longest_vertical_length,1,"{""x"": ""continuous_close""}"
ts_recurrence_mean_diagonal_length,1,"{""x"": ""continuous_close""}"
ts_recurrence_rate,1,"{""x"": ""continuous_close""}"
ts_recurrence_trapping_time,1,"{""x"": ""continuous_close""}"
ts_regime_duration,1,"{""x"": ""continuous_close""}"
ts_regression_forecast_error,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_regression_forecast_error_z,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_regression_in_sample_resid,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_regression_intercept,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_regression_r2,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_regression_resid,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_regression_resid_if,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_regression_resid_mean,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_regression_slope,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_regression_tstat,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_residualized_hsic,3,"{""x"": ""return_decimal"", ""y"": ""return_decimal"", ""z"": ""return_decimal""}"
ts_resistance_break,2,"{""close"": ""continuous_close"", ""high"": ""continuous_high""}"
ts_resistance_fit_r2,1,"{""high"": ""continuous_high""}"
ts_resistance_level,1,"{""high"": ""continuous_high""}"
ts_resistance_log_slope,1,"{""high"": ""continuous_high""}"
ts_resistance_slope,1,"{""high"": ""continuous_high""}"
ts_response_slope_asymmetry,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_return_spectral_entropy,1,"{""x"": ""continuous_close""}"
ts_ridge_regression_coeff,1,"{""y"": ""return_decimal""}"
ts_ridge_regression_coeff_prior,1,"{""y"": ""return_decimal""}"
ts_ridge_regression_forecast_error,1,"{""y"": ""return_decimal""}"
ts_ridge_regression_forecast_error_z,1,"{""y"": ""return_decimal""}"
ts_ridge_regression_in_sample_resid,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_ridge_regression_predictive_resid,2,"{""y"": ""return_decimal"", ""x"": ""continuous_close""}"
ts_ridge_regression_resid_z,1,"{""y"": ""return_decimal""}"
ts_robust_ema,1,"{""x"": ""continuous_close""}"
ts_robust_zscore_inclusive,1,"{""x"": ""continuous_close""}"
ts_robust_zscore_prior,1,"{""x"": ""continuous_close""}"
ts_roll_effective_spread,1,"{""price"": ""continuous_close""}"
ts_rolling_median_causal,1,"{""x"": ""continuous_close""}"
ts_rolling_sr_gaussian_mean_shift_score,1,"{""x"": ""return_decimal""}"
ts_roughness,1,"{""x"": ""continuous_close""}"
ts_rqa_determinism_fixed_rr,1,"{""x"": ""continuous_close""}"
ts_rqa_laminarity_fixed_rr,1,"{""x"": ""continuous_close""}"
ts_run_concentration,1,"{""x"": ""continuous_close""}"
ts_run_efficiency,1,"{""x"": ""continuous_close""}"
ts_run_strength,1,"{""x"": ""continuous_close""}"
ts_sample_entropy,1,"{""x"": ""continuous_close""}"
ts_scale_shift,1,"{""x"": ""continuous_close""}"
ts_score_rank_weighted_mean,1,"{""target"": ""return_decimal""}"
ts_semivariance_balance,1,"{""ret"": ""return_decimal""}"
ts_sharpe,1,"{""x"": ""continuous_close""}"
ts_sign_cluster_index,1,"{""x"": ""continuous_close""}"
ts_sign_persistence,1,"{""x"": ""continuous_close""}"
ts_signature_mahalanobis_anomaly,3,"{""f1"": ""return_decimal"", ""f2"": ""volume"", ""f3"": ""turnover""}"
ts_skew,1,"{""x"": ""continuous_close""}"
ts_sma_cn,1,"{""x"": ""continuous_close""}"
ts_spectral_centroid,1,"{""x"": ""continuous_close""}"
ts_spectral_entropy,1,"{""x"": ""continuous_close""}"
ts_spectral_flatness,1,"{""x"": ""continuous_close""}"
ts_spectral_low_frequency_ratio,1,"{""x"": ""continuous_close""}"
ts_spectral_lowpass_trailing,1,"{""x"": ""continuous_close""}"
ts_spectral_peak_concentration,1,"{""x"": ""continuous_close""}"
ts_spectral_quality_factor,1,"{""x"": ""continuous_close""}"
ts_ssa_denoise_trailing,1,"{""x"": ""continuous_close""}"
ts_ssa_prior_reconstruction_error,1,"{""x"": ""continuous_close""}"
ts_ssa_reconstruction_residual,1,"{""x"": ""continuous_close""}"
ts_staleness,1,"{""x"": ""continuous_close""}"
ts_state_age_percentile,1,"{""state"": ""continuous_close""}"
ts_state_density,1,"{""x"": ""continuous_close""}"
ts_state_entry_strength,1,"{""z"": ""continuous_close""}"
ts_state_exit_hazard,1,"{""state"": ""continuous_close""}"
ts_state_integral,1,"{""z"": ""continuous_close""}"
ts_state_residual_life,1,"{""state"": ""continuous_close""}"
ts_std,1,"{""x"": ""continuous_close""}"
ts_std_if,1,"{""x"": ""continuous_close""}"
ts_stratified_mean_spread,1,"{""target"": ""return_decimal""}"
ts_structural_level_density,1,"{""price"": ""continuous_close""}"
ts_structural_level_strength,1,"{""price"": ""continuous_close""}"
ts_student_t_kalman_filter,1,"{""x"": ""continuous_close""}"
ts_sum,1,"{""x"": ""continuous_close""}"
ts_sum_decay,1,"{""x"": ""continuous_close""}"
ts_sum_if,1,"{""x"": ""continuous_close""}"
ts_super_smoother,1,"{""x"": ""continuous_close""}"
ts_support_break,2,"{""close"": ""continuous_close"", ""low"": ""continuous_low""}"
ts_support_fit_r2,1,"{""low"": ""continuous_low""}"
ts_support_level,1,"{""low"": ""continuous_low""}"
ts_support_log_slope,1,"{""low"": ""continuous_low""}"
ts_support_slope,1,"{""low"": ""continuous_low""}"
ts_swing_amplitude,2,"{""high"": ""continuous_high"", ""low"": ""continuous_low""}"
