canonical,direct_use_status,mining_role,terminal_allowed,allowed_ast_positions,mining_lane,economic_effect_family,semantic_redundancy_group,data_inputs,scalar_parameters,context_inputs,group_inputs,event_inputs,output_semantic_kind,output_unit,supported_markets,source_recipes,runtime_cost,production_certified,directly_usable,retention_reason,delete_reason,replacement
ts_extreme_cluster_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|threshold|q|side|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_extremogram,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|quantile|lag|side|fixed_threshold,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_feature_effective_rank,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,f1|f2|f3,window,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_feature_mode_share,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,f1|f2|f3,window,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_feature_pca_reconstruction_error,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,f1|f2|f3|f4,window|n_components,,,,series,,ashare|us,daily_bar,8,False,False,feature PCA reconstruction error,,
ts_feature_subspace_rotation,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,f1|f2|f3,recent_window|prior_window|eigen_gap,,,,series,,ashare|us,daily_bar,6,False,False,stock-level alpha (verified role),,
ts_ffill_limited,direct_source_transform,source_transform,False,data_processing,source_transform,unknown,,x|max_gap|lineage,,,,,series,,ashare|us,daily_bar,1,False,False,missing-value / source transform — data-processing slot only,,
ts_fir_lowpass_causal,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,ntaps|cutoff|window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_first_passage_bias,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|scale,window|barrier|horizon|min_anchors|scale_horizon,,,,series,,ashare|us,daily_bar,6,False,False,stock-level alpha (verified role),,
ts_first_passage_conditional_time,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|scale,window|barrier|horizon|min_anchors|scale_horizon|side,,,,series,,ashare|us,daily_bar,6,False,False,stock-level alpha (verified role),,
ts_first_passage_hit_probability,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|scale,window|barrier|horizon|min_anchors|scale_horizon|side,,,,series,,ashare|us,daily_bar,6,False,False,stock-level alpha (verified role),,
ts_fisher_information_shift,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,recent_window|prior_window,,,,series,,ashare|us,daily_bar,8,False,False,Fisher information shift,,
ts_forbidden_ordinal_pattern_excess,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|order|delay|min_embeddings,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_forbidden_ordinal_pattern_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|order|delay|min_embeddings,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_forbidden_ordinal_pattern_signed_excess,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|order|delay|min_embeddings,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_fractional_difference,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,fd|cutoff|max_discarded_weight_mass,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
ts_fractional_difference_discarded_weight_mass,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,fd|cutoff,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_gap_fill_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|open|pre_close,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_gap_reversion_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|open|pre_close,threshold,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_gap_survival_duration,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|open|pre_close,,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_garch_next_vol_forecast,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,window,,,,series,volatility,ashare|us,daily_bar,8,False,False,GARCH volatility dynamics — high-cost model lane,,
ts_garch_persistence,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,window,,,,series,level,ashare|us,daily_bar,8,False,False,GARCH volatility dynamics — high-cost model lane,,
ts_garch_standardized_shock,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,window,,,,series,level,ashare|us,daily_bar,8,False,False,GARCH volatility dynamics — high-cost model lane,,
ts_garch_vol_surprise,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,window,,,,series,level,ashare|us,daily_bar,8,False,False,GARCH volatility dynamics — high-cost model lane,,
ts_generalized_hurst_exponent,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|q,,,,series,,ashare|us,daily_bar,6,False,False,stock-level alpha (verified role),,
ts_generalized_hurst_spread_q1_q4,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window,,,,series,,ashare|us,daily_bar,7,False,False,stock-level alpha (verified role),,
ts_gjr_garch_vol_forecast,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,window,,,,series,volatility,ashare|us,daily_bar,8,False,False,GJR-GARCH leverage dynamics — high-cost model lane,,
ts_gjr_leverage,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,window,,,,series,level,ashare|us,daily_bar,8,False,False,GJR negative-return shock coefficient — high-cost model lane,,
ts_glr_mean_shift_score,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_segment,,,,series,dimensionless_score,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
ts_glr_variance_shift_score,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_segment,,,,series,dimensionless_score,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
ts_gpd_shape_pwm,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,tail,,x,window|side|tail_fraction|min_tail_count,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_h_infinity_level_filter,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,gamma|q|r,,,,series,same_as_input,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_hampel_filter_causal,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|n_sigma|replacement|scale_floor,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_hankel_effective_rank,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,spectral,spectral_family,x,window|embedding_dim|min_contiguous_fraction,,,,series,,ashare|us,daily_bar,6,False,False,stock-level alpha (verified role),,
ts_hankel_singular_gap,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,spectral,spectral_family,x,window|embedding_dim|min_contiguous_fraction,,,,series,,ashare|us,daily_bar,6,False,False,stock-level alpha (verified role),,
ts_har_from_return_forecast_error_z,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,ret,window,,,,series,level,ashare|us,daily_bar,8,False,False,HAR realized-volatility model family,,
ts_har_from_return_next_vol,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,ret,window,,,,series,volatility,ashare|us,daily_bar,8,False,False,HAR realized-volatility model family,,
ts_har_rv_forecast_error_z,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,rv,window,,,,series,,ashare|us,daily_bar,8,False,False,HAR realized-volatility model family,,
ts_har_rv_next_var_forecast,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,rv,window,,,,series,variance,ashare|us,daily_bar,8,False,False,HAR realized-volatility model family,,
ts_har_rv_next_vol_forecast,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,rv,window,,,,series,volatility,ashare|us,daily_bar,8,False,False,HAR realized-volatility model family,,
ts_hartigan_dip,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods|min_coverage_fraction,,,,series,,ashare|us,daily_bar,7,False,False,stock-level alpha (verified role),,
ts_higuchi_fractal_dimension,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|k_max,,,,series,,ashare|us,daily_bar,7,False,False,stock-level alpha (verified role),,
ts_hill_tail_index,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|side|tail_fraction|min_tail_count,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_hodges_lehmann_location,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods,,,,series,same_as:x,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_hsic,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,nonlinear_dependence,,x|y,window,,,,series,,ashare|us,daily_bar,7,False,False,stock-level alpha (verified role),,
ts_huber_regression_coeff,research_tool,diagnostic,False,,supporting,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,unit(y)/unit(x) (intercept: unit(y)),ashare|us,daily_bar,1,False,False,diagnostic / in-sample metric — research tool only,,ts_huber_regression_coeff_prior
ts_huber_regression_coeff_prior,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,unit(y)/unit(x) (intercept: unit(y)),ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_huber_regression_forecast_error,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,unit(y),ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_huber_regression_forecast_error_z,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,z_score,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_huber_regression_in_sample_resid,research_tool,diagnostic,False,,supporting,unknown,,y|x,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,diagnostic / in-sample metric — research tool only,,ts_huber_regression_forecast_error
ts_huber_regression_predictive_resid,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,y|x,window|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_huber_regression_resid_z,research_tool,diagnostic,False,,supporting,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,z_score,ashare|us,daily_bar,1,False,False,diagnostic / in-sample metric — research tool only,,ts_huber_regression_forecast_error_z
ts_hurst_dfa,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_scale|max_scale|n_scales,,,,series,,ashare|us,daily_bar,7,False,False,stock-level alpha (verified role),,
ts_hvg_assortativity,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,geometry,nonlinear_stat,x,window|min_periods|min_nodes|min_coverage_fraction,,,,series,ratio,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_hvg_clustering_coefficient,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,geometry,nonlinear_stat,x,window|min_periods|min_nodes|min_coverage_fraction,,,,series,ratio,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_hvg_degree_entropy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,geometry,nonlinear_stat,x,window|min_periods|min_nodes|min_coverage_fraction,,,,series,entropy,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_hvg_forward_backward_asymmetry,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,geometry,nonlinear_stat,x,window|min_periods|min_nodes|min_coverage_fraction,,,,series,entropy,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_hvg_motif_entropy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,geometry,nonlinear_stat,x,window|min_periods|min_nodes|min_coverage_fraction,,,,series,entropy,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_hysteresis_age,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,z,upper|lower|cap|missing_policy,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_hysteresis_state,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,z,upper|lower|missing_policy,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_impulse_return,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_impulse_strength,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|vol_window,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_impulse_volume,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,volume|baseline_window,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_industry_liquidity_beta,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,own_return|industry_liquidity,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_interval_exploration_efficiency,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close,high|low|window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_interval_nesting_depth,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,low|high|mode,,,,,series,,ashare|us,daily_bar,1,False,False,full-history / high-cost alpha (verified role),,
ts_interval_occupancy_entropy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,low|high,window|bins,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
ts_interval_occupancy_mode_distance,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,low|high|window|bins,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
ts_interval_overlap_connected_component_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,low|high,window,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_interval_union_coverage,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,low|high,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_joint_energy_shift,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,f1|f2|f3,recent_window|prior_window,,,,series,,ashare|us,daily_bar,6,False,False,stock-level alpha (verified role),,
ts_jump_bipower_proxy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_kalman_beta,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,y|x,q|r|scale_mode|min_warmup,,,,series,,ashare|us,daily_bar,8,False,False,Kalman state/innovation family,,
ts_kalman_beta_change,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,y|x,q|r|scale_mode|min_warmup,,,,series,,ashare|us,daily_bar,8,False,False,Kalman state/innovation family,,
ts_kalman_beta_uncertainty,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,y|x,q|r|scale_mode|min_warmup,,,,series,,ashare|us,daily_bar,8,False,False,Kalman state/innovation family,,
ts_kalman_innovation_z,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,q|r|scale_mode,,,,series,,ashare|us,daily_bar,8,False,False,Kalman state/innovation family,,
ts_kalman_level,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,q|r|scale_mode,,,,series,,ashare|us,daily_bar,8,False,False,Kalman state/innovation family,,
ts_kalman_trend,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,q_level|q_trend|r|scale_mode,,,,series,,ashare|us,daily_bar,8,False,False,Kalman state/innovation family,,
ts_kama,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,er_window|fast_period|slow_period|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_kernel_granger_score,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,nonlinear_dependence,,y|x,window|lag,,,,series,level,ashare|us,daily_bar,8,False,False,blocked OOS predictive-improvement score,,
ts_km_diffusion_gradient,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,nonlinear_stat,x,window|bins|lag|min_count|min_state_support|min_history,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_km_equilibrium_distance,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,nonlinear_stat,x,window|bins|lag|min_count|min_state_support|min_history,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_km_quasipotential_depth,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,nonlinear_stat,x,window|bins|lag|min_count|min_state_support|min_history,,,,series,,ashare|us,daily_bar,6,False,False,stock-level alpha (verified role),,
ts_kramers_moyal_diffusion,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|bins|lag|min_bin_count,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_kramers_moyal_drift,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|bins|lag|min_bin_count,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_kramers_moyal_local_stability,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|bins|lag|min_count|min_state_support|min_history,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_ks_shift,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,recent_window|old_window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_kurt,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_l1_trend_filter_trailing,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|lambda_l1,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_l_kurtosis,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods|min_coverage_fraction,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
ts_l_skewness,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods|min_coverage_fraction,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
ts_lag_of_peak_corr,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|y,window|max_lag|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_lagged_mutual_information,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|y,window|lag|bins|min_periods|bias_correction,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_last_if,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|condition,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_last_pivot_high,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,high|history_window,left_window|right_window,,,,series,,ashare|us,daily_bar,1,False,False,"price-level building block — not scale-invariant, composition only",,
ts_last_pivot_low,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,low|history_window,left_window|right_window,,,,series,,ashare|us,daily_bar,1,False,False,"price-level building block — not scale-invariant, composition only",,
ts_lempel_ziv_complexity,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|bins|min_contiguous_fraction|min_effective_n,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_level_shift_score,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_leverage_effect,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_line_convergence,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|points,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_line_parallelism,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window|points,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_lo_mackinlay_vr,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|q|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_lo_mackinlay_z,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|q|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_local_lyapunov_exponent,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,window|tau|embedding_dim|horizon|min_anchors|physical_time,,,,series,,ashare|us,daily_bar,8,False,False,local Lyapunov exponent,,
ts_location_shift,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,recent_window|old_window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_log_return,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,trend,,x,d,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
ts_lower_partial_moment,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|threshold|order|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_lower_tail_coexceedance_probability,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|y,window|q|min_tail_count,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_lz_complexity,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,window|bins,,,,series,,ashare|us,daily_bar,8,False,False,Lempel-Ziv complexity,,
ts_mad,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods|scale,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_market_liquidity_beta,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,own_return|market_liquidity,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_markov_committor,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,nonlinear_dependence,nonlinear_stat,x,window|bins|lag|min_count|min_state_support|min_history,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_markov_entropy_production,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,nonlinear_dependence,nonlinear_stat,x,window|bins|lag|min_periods|min_history,,,,series,,ashare|us,daily_bar,5,False,False,Markov entropy production,,
ts_markov_mean_first_passage_time,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,nonlinear_dependence,nonlinear_stat,x,window|bins|lag|min_count|min_state_support|min_history|target,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_markov_persistence,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,nonlinear_dependence,nonlinear_stat,x,window|bins|lag|min_count|min_state_support|min_history,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_markov_spectral_gap,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,nonlinear_dependence,nonlinear_stat,x,window|bins|lag|min_periods|min_history,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_markov_state_entropy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,nonlinear_dependence,nonlinear_stat,x,window|bins|lag|min_count|min_state_support|min_history,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_markov_stationary_surprisal,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,nonlinear_dependence,nonlinear_stat,x,window|bins|lag|min_count|min_state_support|min_history,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_markov_transition_surprisal,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,nonlinear_dependence,nonlinear_stat,x,window|bins|lag|min_count|min_state_support|min_history,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_mass_concentration,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,weight,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_matrix_profile_discord_score,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,geometry,,x,m|history_window,,,,series,,ashare|us,daily_bar,8,False,False,matrix-profile discord score,,
ts_matrix_profile_motif_age,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,geometry,,x,window|subsequence_length|history,,,,series,,ashare|us,daily_bar,8,False,False,stock-level alpha (verified role),,
ts_matrix_profile_motif_frequency,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,geometry,,x,window|subsequence_length|history,,,,series,,ashare|us,daily_bar,8,False,False,stock-level alpha (verified role),,
ts_matrix_profile_neighbor_dispersion,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,geometry,,x,window|subsequence_length|history,,,,series,,ashare|us,daily_bar,8,False,False,stock-level alpha (verified role),,
ts_matrix_profile_novelty,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,geometry,,x,window|subsequence_length|history,,,,series,,ashare|us,daily_bar,8,False,False,stock-level alpha (verified role),,
ts_max,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,flex_max_min,x,window,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
ts_max_buildup,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,d,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_max_chord_excursion,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_max_drawdown,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,tail,,x,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_max_drawdown_activity_cost,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|activity,window,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
