factor_id,factor_name_zh,category,subcategory,dsl,variant,base_factor,direction_high_is_good,replication_grade,applicability,pit_class,implementation_status,missing_dsl_operators,pending_allowlist_operators,source_preprocessing_requirements,missing_raw_fields,virtual_source_fields,derived_relation_fields,required_fields,operators_used,required_new_operators,source_acronym,source_name,source_authors,source_year,source_journal,source_sign,source_category,source_definition_summary,notes,ast_syntax_valid,dsl_calls,field_identifiers,required_new_operators_original,dsl_normalized,formula_hash,formula_duplicate_count,canonical_factor_id_for_formula,is_canonical_formula,source_url,evidence_type,increment_batch,ast_error,duplicate_of_existing,duplicate_within_supplement,selected_variant,selection_reason,library_role,preprocess_policy
T3_FRD009,成本存货背离,financial_misstatement,fraud_red_flags,"group_rank(subtract(period_change(ttm_from_cumulative(inc_operating_cost, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'), period_change(bal_inventories, bal_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,T3_FRD009,-1,paper_close,nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_inventories|bal_report_period_end_date|inc_fiscal_quarter|inc_operating_cost|inc_report_period_end_date|industry_industry_code,group_rank|period_change|subtract|ttm_from_cumulative,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,group_rank|period_change|subtract|ttm_from_cumulative,bal_inventories|bal_report_period_end_date|inc_fiscal_quarter|inc_operating_cost|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(period_change(ttm_from_cumulative(inc_operating_cost,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'),period_change(bal_inventories,bal_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",628a413c97208b9b,1,T3_FRD009__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD010,经营现金流净利润背离,financial_misstatement,fraud_red_flags,"group_rank(safe_div(subtract(ttm_from_cumulative(inc_net_profit, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(cf_net_operate_cash_flow, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available')), period_average(bal_total_assets, bal_report_period_end_date, periods=2, require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,T3_FRD010,-1,paper_close,nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_report_period_end_date|bal_total_assets|cf_fiscal_quarter|cf_net_operate_cash_flow|cf_report_period_end_date|inc_fiscal_quarter|inc_net_profit|inc_report_period_end_date|industry_industry_code,group_rank|period_average|safe_div|subtract|ttm_from_cumulative,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,group_rank|period_average|safe_div|subtract|ttm_from_cumulative,bal_report_period_end_date|bal_total_assets|cf_fiscal_quarter|cf_net_operate_cash_flow|cf_report_period_end_date|inc_fiscal_quarter|inc_net_profit|inc_report_period_end_date|industry_industry_code,,"group_rank(safe_div(subtract(ttm_from_cumulative(inc_net_profit,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(cf_net_operate_cash_flow,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available')),period_average(bal_total_assets,bal_report_period_end_date,periods=2,require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",1247494088011409,1,T3_FRD010__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD011,其他应收款异常增长,financial_misstatement,fraud_red_flags,"group_rank(period_change(bal_other_receivable, bal_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,T3_FRD011,-1,paper_close,nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_other_receivable|bal_report_period_end_date|industry_industry_code,group_rank|period_change,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,group_rank|period_change,bal_other_receivable|bal_report_period_end_date|industry_industry_code,,"group_rank(period_change(bal_other_receivable,bal_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",ba61d928dc47dcd4,1,T3_FRD011__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD012,预付款异常增长,financial_misstatement,fraud_red_flags,"group_rank(period_change(bal_advance_payment, bal_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,T3_FRD012,-1,paper_close,nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_advance_payment|bal_report_period_end_date|industry_industry_code,group_rank|period_change,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,group_rank|period_change,bal_advance_payment|bal_report_period_end_date|industry_industry_code,,"group_rank(period_change(bal_advance_payment,bal_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",a721b997e4eb8c8f,1,T3_FRD012__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD013,合同资产异常增长,financial_misstatement,fraud_red_flags,"group_rank(period_change(bal_contract_assets, bal_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,T3_FRD013,-1,paper_close,nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_contract_assets|bal_report_period_end_date|industry_industry_code,group_rank|period_change,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,group_rank|period_change,bal_contract_assets|bal_report_period_end_date|industry_industry_code,,"group_rank(period_change(bal_contract_assets,bal_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",58e8f29b23bdc579,1,T3_FRD013__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD014,递延所得税资产异常增长,financial_misstatement,fraud_red_flags,"group_rank(period_change(bal_deferred_tax_assets, bal_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,T3_FRD014,-1,paper_close,nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_deferred_tax_assets|bal_report_period_end_date|industry_industry_code,group_rank|period_change,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,group_rank|period_change,bal_deferred_tax_assets|bal_report_period_end_date|industry_industry_code,,"group_rank(period_change(bal_deferred_tax_assets,bal_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",bbd96a12c8e661c3,1,T3_FRD014__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD015,商誉异常增长,financial_misstatement,fraud_red_flags,"group_rank(period_change(bal_good_will, bal_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,T3_FRD015,-1,paper_close,nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_good_will|bal_report_period_end_date|industry_industry_code,group_rank|period_change,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,group_rank|period_change,bal_good_will|bal_report_period_end_date|industry_industry_code,,"group_rank(period_change(bal_good_will,bal_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",c6fa6fd47df03ccb,1,T3_FRD015__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD016,资本化开发支出异常增长,financial_misstatement,fraud_red_flags,"group_rank(period_change(bal_development_expenditure, bal_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,T3_FRD016,-1,paper_close,nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_development_expenditure|bal_report_period_end_date|industry_industry_code,group_rank|period_change,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,group_rank|period_change,bal_development_expenditure|bal_report_period_end_date|industry_industry_code,,"group_rank(period_change(bal_development_expenditure,bal_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",65269ed62dc58e33,1,T3_FRD016__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD017,信用减值与应收增长错配,financial_misstatement,fraud_red_flags,"group_rank(subtract(period_change(ttm_from_cumulative(inc_credit_impairment_loss, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'), period_change(row_sum_skipna(bal_account_receivable, bal_other_receivable, min_count=1), bal_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,T3_FRD017,-1,paper_close,nonfinancial,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_account_receivable|bal_other_receivable|bal_report_period_end_date|inc_credit_impairment_loss|inc_fiscal_quarter|inc_report_period_end_date|industry_industry_code,group_rank|period_change|row_sum_skipna|subtract|ttm_from_cumulative,row_sum_skipna,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,group_rank|period_change|row_sum_skipna|subtract|ttm_from_cumulative,bal_account_receivable|bal_other_receivable|bal_report_period_end_date|inc_credit_impairment_loss|inc_fiscal_quarter|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(period_change(ttm_from_cumulative(inc_credit_impairment_loss,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'),period_change(row_sum_skipna(bal_account_receivable,bal_other_receivable,min_count=1),bal_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",207d507df9021736,1,T3_FRD017__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD018,资产减值与软资产增长错配,financial_misstatement,fraud_red_flags,"group_rank(subtract(period_change(ttm_from_cumulative(inc_asset_impairment_loss, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'), period_change(subtract(bal_total_assets, row_sum_skipna(bal_cash_equivalents, bal_fixed_assets, bal_constru_in_process, min_count=1)), bal_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,T3_FRD018,-1,paper_close,nonfinancial,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_cash_equivalents|bal_constru_in_process|bal_fixed_assets|bal_report_period_end_date|bal_total_assets|inc_asset_impairment_loss|inc_fiscal_quarter|inc_report_period_end_date|industry_industry_code,group_rank|period_change|row_sum_skipna|subtract|ttm_from_cumulative,row_sum_skipna,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,group_rank|period_change|row_sum_skipna|subtract|ttm_from_cumulative,bal_cash_equivalents|bal_constru_in_process|bal_fixed_assets|bal_report_period_end_date|bal_total_assets|inc_asset_impairment_loss|inc_fiscal_quarter|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(period_change(ttm_from_cumulative(inc_asset_impairment_loss,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'),period_change(subtract(bal_total_assets,row_sum_skipna(bal_cash_equivalents,bal_fixed_assets,bal_constru_in_process,min_count=1)),bal_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",0980fa37f1158d7c,1,T3_FRD018__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD019,收入增长但现金收缩,financial_misstatement,fraud_red_flags,"group_rank(multiply(gt(period_change(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'), 0.0), multiply(-1.0, period_change(ttm_from_cumulative(cf_goods_sale_and_service_render_cash, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available'), cf_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'))), industry_industry_code)",irank,T3_FRD019,-1,paper_close,nonfinancial,strict_pit,dsl_signature_ready,,,,,,,cf_fiscal_quarter|cf_goods_sale_and_service_render_cash|cf_report_period_end_date|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,group_rank|gt|multiply|period_change|ttm_from_cumulative,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,group_rank|gt|multiply|period_change|ttm_from_cumulative,cf_fiscal_quarter|cf_goods_sale_and_service_render_cash|cf_report_period_end_date|inc_fiscal_quarter|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,,"group_rank(multiply(gt(period_change(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'),0.0),multiply(-1.0,period_change(ttm_from_cumulative(cf_goods_sale_and_service_render_cash,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available'),cf_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'))),industry_industry_code)",e85ed3e8f6633629,1,T3_FRD019__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD020,利润增长但现金流收缩,financial_misstatement,fraud_red_flags,"group_rank(multiply(gt(period_change(ttm_from_cumulative(inc_net_profit, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'), 0.0), multiply(-1.0, period_change(ttm_from_cumulative(cf_net_operate_cash_flow, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available'), cf_report_period_end_date, periods=4, mode='ratio', require_consecutive=True, revision_policy='latest_available'))), industry_industry_code)",irank,T3_FRD020,-1,paper_close,nonfinancial,strict_pit,dsl_signature_ready,,,,,,,cf_fiscal_quarter|cf_net_operate_cash_flow|cf_report_period_end_date|inc_fiscal_quarter|inc_net_profit|inc_report_period_end_date|industry_industry_code,group_rank|gt|multiply|period_change|ttm_from_cumulative,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,group_rank|gt|multiply|period_change|ttm_from_cumulative,cf_fiscal_quarter|cf_net_operate_cash_flow|cf_report_period_end_date|inc_fiscal_quarter|inc_net_profit|inc_report_period_end_date|industry_industry_code,,"group_rank(multiply(gt(period_change(ttm_from_cumulative(inc_net_profit,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'),0.0),multiply(-1.0,period_change(ttm_from_cumulative(cf_net_operate_cash_flow,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available'),cf_report_period_end_date,periods=4,mode='ratio',require_consecutive=True,revision_policy='latest_available'))),industry_industry_code)",02e1f5a6981137ac,1,T3_FRD020__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD021,接近零利润代理,financial_misstatement,fraud_red_flags,"group_rank(multiply(-1.0, safe_div(abs(ttm_from_cumulative(inc_net_profit, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available')), add(abs(ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available')), 1.0))), industry_industry_code)",irank,T3_FRD021,-1,paper_close,nonfinancial,strict_pit,dsl_signature_ready,,,,,,,inc_fiscal_quarter|inc_net_profit|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,abs|add|group_rank|multiply|safe_div|ttm_from_cumulative,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,abs|add|group_rank|multiply|safe_div|ttm_from_cumulative,inc_fiscal_quarter|inc_net_profit|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,,"group_rank(multiply(-1.0,safe_div(abs(ttm_from_cumulative(inc_net_profit,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available')),add(abs(ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available')),1.0))),industry_industry_code)",e284c8d58e0ee212,1,T3_FRD021__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD022,持续微利序列,financial_misstatement,fraud_red_flags,"multiply(-1.0, fin_std(safe_div(ttm_from_cumulative(inc_net_profit, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(inc_operating_revenue, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available')), inc_report_period_end_date, periods=8))",raw,T3_FRD022,-1,paper_close,nonfinancial,strict_pit,requires_surface_promotion,,fin_std,,,,,inc_fiscal_quarter|inc_net_profit|inc_operating_revenue|inc_report_period_end_date,fin_std|multiply|safe_div|ttm_from_cumulative,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,fin_std|multiply|safe_div|ttm_from_cumulative,inc_fiscal_quarter|inc_net_profit|inc_operating_revenue|inc_report_period_end_date,fiscal_rolling_std,"multiply(-1.0,fin_std(safe_div(ttm_from_cumulative(inc_net_profit,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(inc_operating_revenue,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available')),inc_report_period_end_date,periods=8))",152758f78d143e5c,1,T3_FRD022,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,raw,原公式已经排名、标准化、残差化或完成时间序列统计，避免重复变换,single_production_default,不再生成DSL变体；按模型需要在统一预处理层做稳健去极值/标准化
T3_FRD023,异常融资与高估值交互,financial_misstatement,fraud_red_flags,"group_rank(multiply(safe_div(add(subtract(add(ttm_from_cumulative(cf_cash_from_borrowing, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(cf_cash_from_bonds_issue, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available')), ttm_from_cumulative(cf_borrowing_repayment, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available')), subtract(ttm_from_cumulative(cf_cash_from_invest, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available'), period_change(bal_treasury_stock, bal_report_period_end_date, periods=4, mode='absolute', require_consecutive=True, revision_policy='latest_available'))), bal_total_assets), safe_div(val_market_cap, add(bal_equities_parent_company_owners, 1.0))), industry_industry_code)",irank,T3_FRD023,-1,paper_close,nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_equities_parent_company_owners|bal_report_period_end_date|bal_total_assets|bal_treasury_stock|cf_borrowing_repayment|cf_cash_from_bonds_issue|cf_cash_from_borrowing|cf_cash_from_invest|cf_fiscal_quarter|cf_report_period_end_date|industry_industry_code|val_market_cap,add|group_rank|multiply|period_change|safe_div|subtract|ttm_from_cumulative,,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,add|group_rank|multiply|period_change|safe_div|subtract|ttm_from_cumulative,bal_equities_parent_company_owners|bal_report_period_end_date|bal_total_assets|bal_treasury_stock|cf_borrowing_repayment|cf_cash_from_bonds_issue|cf_cash_from_borrowing|cf_cash_from_invest|cf_fiscal_quarter|cf_report_period_end_date|industry_industry_code|val_market_cap,,"group_rank(multiply(safe_div(add(subtract(add(ttm_from_cumulative(cf_cash_from_borrowing,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(cf_cash_from_bonds_issue,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available')),ttm_from_cumulative(cf_borrowing_repayment,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available')),subtract(ttm_from_cumulative(cf_cash_from_invest,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available'),period_change(bal_treasury_stock,bal_report_period_end_date,periods=4,mode='absolute',require_consecutive=True,revision_policy='latest_available'))),bal_total_assets),safe_div(val_market_cap,add(bal_equities_parent_company_owners,1.0))),industry_industry_code)",22e461542dbf493d,1,T3_FRD023__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
T3_FRD026,负净债务与表外资产交互,financial_misstatement,fraud_red_flags,"group_rank(multiply(multiply(-1.0, safe_div(subtract(row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, bal_longterm_loan, bal_bonds_payable, bal_lease_liability, min_count=1), bal_cash_equivalents), bal_total_assets)), safe_div(add(ttm_from_cumulative(inc_rd_expenses, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), add(ttm_from_cumulative(inc_sale_expense, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(inc_administration_expense, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'))), bal_total_assets)), industry_industry_code)",irank,T3_FRD026,-1,paper_close,nonfinancial,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_assets|inc_administration_expense|inc_fiscal_quarter|inc_rd_expenses|inc_report_period_end_date|inc_sale_expense|industry_industry_code,add|group_rank|multiply|row_sum_skipna|safe_div|subtract|ttm_from_cumulative,row_sum_skipna,DGLS2011,Predicting Material Accounting Misstatements,"Dechow, Ge, Larson and Sloan",2011,Contemporary Accounting Research,-1.0,financial_misstatement,基于应计、软资产、经营表现与融资的财务错报F-Score。,,True,add|group_rank|multiply|row_sum_skipna|safe_div|subtract|ttm_from_cumulative,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_assets|inc_administration_expense|inc_fiscal_quarter|inc_rd_expenses|inc_report_period_end_date|inc_sale_expense|industry_industry_code,,"group_rank(multiply(multiply(-1.0,safe_div(subtract(row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,bal_longterm_loan,bal_bonds_payable,bal_lease_liability,min_count=1),bal_cash_equivalents),bal_total_assets)),safe_div(add(ttm_from_cumulative(inc_rd_expenses,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),add(ttm_from_cumulative(inc_sale_expense,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(inc_administration_expense,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'))),bal_total_assets)),industry_industry_code)",cc42fd5a64f8591f,1,T3_FRD026__irank,True,https://doi.org/10.1111/j.1911-3846.2010.01041.x,paper_or_public_report,supplement3_20260804,,False,False,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
