canonical,aliases,source_file,source_symbol,category,business_category,surface,production_certification,role,terminal_allowed,deterministic,pit_safe_claim,stateful,input_arity,input_grain,output_grain,input_units,output_unit,params,default_params,backends,window_semantics,tags,description
ts_fractional_difference_discarded_weight_mass,,cleaned_operators.memory_ext,TsFractionalDifferenceDiscardedWeightMass,memory,memory,extended,PENDING,,,,,,,,,,,x|fd|cutoff,{},pandas_numpy|polars,,"memory|pit_safe|causal|typed_v2|deterministic|signature:x,fd,cutoff->series|domain:long_memory|unit:ratio|cost:1|extended",分数差分固定 cutoff 丢弃的理论权重质量占比。
ts_gap_fill_ratio,,cleaned_operators.intraday.overnight,Overnight_ts_gap_fill_ratio,return_decomposition,return_decomposition,daily,PENDING,,,,,,,,,,,close|open|pre_close|window,{},pandas_numpy|polars,,"return_decomposition|daily|pit_safe|causal|typed_v2|signature:close,open,pre_close,window->series|domain:return_decomp|unit:level|cost:2",窗口内跳空缺口被当日完全回补的比例。
ts_gap_reversion_ratio,,cleaned_operators.intraday.overnight,Overnight_ts_gap_reversion_ratio,return_decomposition,return_decomposition,daily,PENDING,,,,,,,,,,,close|open|pre_close|threshold,{},pandas_numpy|polars,,"return_decomposition|daily|pit_safe|causal|typed_v2|signature:close,open,pre_close,threshold->series|domain:return_decomp|unit:level|cost:2",-日内收益/隔夜收益，仅隔夜跳空超过阈值时定义。
ts_gap_survival_duration,,cleaned_operators.intraday.overnight,Overnight_ts_gap_survival_duration,return_decomposition,return_decomposition,daily,PENDING,,,,,,,,,,,close|open|pre_close,{},pandas_numpy|polars,,"return_decomposition|daily|pit_safe|causal|typed_v2|signature:close,open,pre_close->series|domain:return_decomp|unit:count|cost:2",当前未回补跳空缺口持续的交易日数。
ts_garch_next_vol_forecast,ts_garch_vol_forecast,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,x,volatility,x|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,window->series|domain:price_volume|unit:volatility|cost:8|extended","GARCH(1,1) 下一期条件波动率（观测最后收益之后）。"
ts_garch_persistence,,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,x,level,x|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,window->series|domain:price_volume|unit:level|cost:8|extended","GARCH(1,1) 波动持续 alpha+beta。"
ts_garch_standardized_shock,,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,x,level,x|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,window->series|domain:price_volume|unit:level|cost:8|extended",GARCH 标准化冲击 return/条件波动率（参数于 t-1 及以前拟合）。
ts_garch_vol_surprise,,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,x,level,x|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,window->series|domain:price_volume|unit:level|cost:8|extended",GARCH 波动率意外：最近收益平方 / 条件方差 - 1。
ts_generalized_hurst_exponent,,cleaned_operators.multifractal,TsGeneralizedHurstExponent,multifractal,multifractal,daily,PENDING,,,,,,,,,,,x|window|q,"{""q"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,max_rows,"multifractal|daily|pit_safe|causal|typed_v2|deterministic|current_row_required|signature:x,window,q->series|domain:scaling|unit:ratio|cost:6",广义 Hurst 指数 H(q)（dyadic-lag 结构函数 OLS 斜率 / q），无量纲。
ts_generalized_hurst_spread_q1_q4,ts_multifractal_width,cleaned_operators.multifractal,TsGeneralizedHurstSpreadQ1Q4,multifractal,multifractal,daily,PENDING,,,,,,,,,,,x|window,{},pandas_numpy|polars,max_rows,"multifractal|daily|pit_safe|causal|typed_v2|deterministic|current_row_required|signature:x,window->series|domain:scaling|unit:ratio|cost:7",广义 Hurst 展幅 H(1)-H(4)。
ts_gjr_garch_vol_forecast,,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,x,volatility,x|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,window->series|domain:price_volume|unit:volatility|cost:8|extended",GJR-GARCH 波动预测（杠杆效应）。
ts_gjr_leverage,,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,x,level,x|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,window->series|domain:price_volume|unit:level|cost:8|extended",GJR 负收益冲击系数。
ts_glr_mean_shift_score,,cleaned_operators.gemini_v2_common,_PandasOp,time_series_change,,daily,PENDING,,,,,,,,,,dimensionless_score,x|window|min_segment,"{""min_segment"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"daily|panel|pit_safe|causal|deterministic|signature:x,window,min_segment->series|domain:change_point|unit:dimensionless_score|cost:3|condition|GLR_ESTIMATOR_POLICY_v1(max_llr=40,penalty_coef=1,noise_mult=8)",ts_glr_mean_shift_score
ts_glr_variance_shift_score,,cleaned_operators.gemini_v2_common,_PandasOp,time_series_change,,daily,PENDING,,,,,,,,,,dimensionless_score,x|window|min_segment,"{""min_segment"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"daily|panel|pit_safe|causal|deterministic|signature:x,window,min_segment->series|domain:change_point|unit:dimensionless_score|cost:3|condition|GLR_ESTIMATOR_POLICY_v1(max_llr=40,penalty_coef=1,noise_mult=8)",ts_glr_variance_shift_score
ts_gpd_shape_pwm,,cleaned_operators.extreme_tail,TsGpdShapePwm,extreme_tail,extreme_tail,daily,PENDING,,,,,,,,,x,,x|window|side|tail_fraction|min_tail_count,{},pandas_numpy|polars,,"extreme_tail|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,side,tail_fraction,min_tail_count->series|domain:price_volume|unit:ratio|cost:5",GPD 形状参数 ξ（PWM 闭式估计）。
ts_hankel_effective_rank,,cleaned_operators.hankel,TsHankelEffectiveRank,hankel,hankel,daily,PENDING,,,,,,,,,,,x|window|embedding_dim|min_contiguous_fraction,{},pandas_numpy|polars,trailing_contiguous,"hankel|daily|pit_safe|causal|typed_v2|deterministic|current_row_required|signature:x,window,embedding_dim,min_contiguous_fraction->series|domain:ts_structure|unit:ratio|cost:6",奇异值能量分布的熵指数 / min(H.shape)（有效自由度）。
ts_hankel_singular_gap,,cleaned_operators.hankel,TsHankelSingularGap,hankel,hankel,daily,PENDING,,,,,,,,,,,x|window|embedding_dim|min_contiguous_fraction,{},pandas_numpy|polars,trailing_contiguous,"hankel|daily|pit_safe|causal|typed_v2|deterministic|current_row_required|signature:x,window,embedding_dim,min_contiguous_fraction->series|domain:ts_structure|unit:ratio|cost:6",最大与次大奇异值的相对间隙（主导结构强度）。
ts_har_from_return_forecast_error_z,,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,x,level,ret|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:ret,window->series|domain:price_volume|unit:level|cost:8|extended",日收益平方 RV 相对 HAR 预测的标准化偏差。
ts_har_from_return_next_vol,,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,x,volatility,ret|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:ret,window->series|domain:price_volume|unit:volatility|cost:8|extended",HAR 基于日收益的下一期波动预测（内部平方为 RV）。
ts_har_rv_forecast,,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,rv,volatility,rv|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:rv,window->series|domain:price_volume|unit:volatility|cost:8|extended",HAR-RV 下一期已实现波动率预测（平方根，deprecated 别名；与 ts_har_rv_next_vol_forecast 同核）。
ts_har_rv_forecast_error_z,,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,,,rv|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:rv,window->series|domain:price_volume|unit:level|cost:8|extended",RV 相对 HAR 预测的标准化偏差（输入已实现方差）。
ts_har_rv_innovation_z,,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,,,rv|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:rv,window->series|domain:price_volume|unit:level|cost:8|extended",RV 相对 HAR 预测的标准化偏差（deprecated 别名）。
ts_har_rv_next_var_forecast,,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,rv,variance,rv|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:rv,window->series|domain:price_volume|unit:variance|cost:8|extended",HAR-RV 下一期已实现方差预测（不取平方根，输入已实现方差）。
ts_har_rv_next_vol_forecast,ts_har_rv_next_forecast,cleaned_operators.ts_model.volatility,_VolOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,rv,volatility,rv|window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:rv,window->series|domain:price_volume|unit:volatility|cost:8|extended",HAR-RV 下一期已实现波动率预测（对下一期 RV 预测取平方根，输入已实现方差）。
ts_hartigan_dip,,cleaned_operators.moments_ext,TsHartiganDip,moments,moments,daily,PENDING,,,,,,,,,,,x|window|min_periods|min_coverage_fraction,{},pandas_numpy|polars,,"moments|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,min_periods,min_coverage_fraction->series|domain:distribution_shape|unit:ratio|cost:7",Hartigan dip 统计量（最近单峰拟合的最大距离，S-version）。
ts_higuchi_fractal_dimension,,cleaned_operators.sequence_complexity,TsHiguchiFractalDimension,complexity,sequence_complexity,daily,PENDING,,,,,,,,,,,x|window|k_max,{},pandas_numpy|polars,,"complexity|daily|pit_safe|causal|typed_v2|signature:x,window,k_max->series|domain:complexity|unit:level|cost:7",Higuchi 分形维数（路径粗糙度）。
ts_hill_tail_index,,cleaned_operators.extreme_tail,TsHillTailIndex,extreme_tail,extreme_tail,daily,PENDING,,,,,,,,,x,,x|window|side|tail_fraction|min_tail_count,{},pandas_numpy|polars,,"extreme_tail|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,side,tail_fraction,min_tail_count->series|domain:price_volume|unit:ratio|cost:5",Hill 尾部指数 ξ（POT 上/下超阈值形状，拒收原始价格水平）。
ts_hodges_lehmann_location,,cleaned_operators.gemini_v2_common,_PandasOp,robust_statistics,,extended,PENDING,,,,,,,,,,same_as:x,x|window|min_periods,"{""min_periods"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel|pit_safe|causal|deterministic|signature:x,window,min_periods->series|domain:statistics|unit:same_as:x|cost:5|extended",ts_hodges_lehmann_location
ts_hsic,,cleaned_operators.dependence_ext,TsHsic,dependence_ext,dependence_ext,daily,PENDING,,,,,,,,,,,x|y|window,{},pandas_numpy|polars,,"dependence_ext|daily|pit_safe|causal|typed_v2|deterministic|signature:x,y,window->series|domain:dependence|unit:ratio|cost:7","归一化 Hilbert-Schmidt 独立性准则（RBF 核,中位数带宽）。"
ts_huber_regression_coeff,,cleaned_operators.ts_model.dynamic_regression,_MultiOp,time_series_regression,time_series_regression,daily,DENIED,,,,,,,,,y|x1|x2|x3|x4,unit(y)/unit(x) (intercept: unit(y)),y|x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept,{},pandas_numpy|polars,,"time_series_regression|daily|pit_safe|causal|typed_v2|signature:y,x1,x2,x3,x4,window,coefficient_index,min_periods,add_intercept->series|domain:price_volume|unit:level|cost:5|diagnostic_only",Huber 稳健回归斜率（in-sample，训练窗口含当前观测；因果 t-1 版本用 ts_huber_regression_coeff_prior）。
ts_huber_regression_coeff_prior,,cleaned_operators.ts_model.dynamic_regression,_MultiOp,time_series_regression,time_series_regression,daily,PENDING,,,,,,,,,y|x1|x2|x3|x4,unit(y)/unit(x) (intercept: unit(y)),y|x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept,{},pandas_numpy|polars,,"time_series_regression|daily|pit_safe|causal|typed_v2|signature:y,x1,x2,x3,x4,window,coefficient_index,min_periods,add_intercept->series|domain:price_volume|unit:level|cost:5",Huber 稳健回归斜率（截至 t-1 训练）。
ts_huber_regression_forecast_error,,cleaned_operators.ts_model.dynamic_regression,_MultiOp,time_series_regression,time_series_regression,daily,PENDING,,,,,,,,,y|x1|x2|x3|x4,unit(y),y|x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept,{},pandas_numpy|polars,,"time_series_regression|daily|pit_safe|causal|typed_v2|signature:y,x1,x2,x3,x4,window,coefficient_index,min_periods,add_intercept->series|domain:price_volume|unit:level|cost:5",Huber 回归预测误差（截至 t-1 训练）。
ts_huber_regression_forecast_error_z,,cleaned_operators.ts_model.dynamic_regression,_MultiOp,time_series_regression,time_series_regression,daily,PENDING,,,,,,,,,y|x1|x2|x3|x4,z_score,y|x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept,{},pandas_numpy|polars,,"time_series_regression|daily|pit_safe|causal|typed_v2|signature:y,x1,x2,x3,x4,window,coefficient_index,min_periods,add_intercept->series|domain:price_volume|unit:level|cost:5",Huber 回归预测误差 / 历史残差标准差。
ts_huber_regression_in_sample_resid,ts_huber_regression_resid,cleaned_operators.regression_models,TsHuberRegressionInSampleResid,time_series_regression,time_series_regression,extended,DENIED,,,,,,,,,,,y|x|window|min_periods,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:y,x,window,min_periods->series|domain:price_volume|unit:level|cost:2|extended",Huber 稳健回归 in-sample 残差（拟合含当前样本；诊断用，自动挖掘请用 predictive 变体）。
ts_huber_regression_predictive_resid,,cleaned_operators.regression_models,TsHuberRegressionPredictiveResid,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,,,y|x|window|min_periods,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:y,x,window,min_periods->series|domain:price_volume|unit:level|cost:2|extended",Huber 稳健回归 predictive 残差（拟合不含当前样本；无前视，自动挖掘首选）。
ts_huber_regression_resid_z,,cleaned_operators.ts_model.dynamic_regression,_MultiOp,time_series_regression,time_series_regression,daily,DENIED,,,,,,,,,y|x1|x2|x3|x4,z_score,y|x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept,{},pandas_numpy|polars,,"time_series_regression|daily|pit_safe|causal|typed_v2|signature:y,x1,x2,x3,x4,window,coefficient_index,min_periods,add_intercept->series|domain:price_volume|unit:level|cost:5|diagnostic_only",Huber 稳健回归标准化残差（in-sample）。
ts_hurst_dfa,,cleaned_operators.sequence_complexity,TsHurstDfa,complexity,sequence_complexity,daily,PENDING,,,,,,,,,,,x|window|min_scale|max_scale|n_scales,{},pandas_numpy|polars,,"complexity|daily|pit_safe|causal|typed_v2|signature:x,window,min_scale,max_scale,n_scales->series|domain:complexity|unit:level|cost:7",DFA Hurst 指数（累积去趋势均方根斜率）。
ts_hvg_assortativity,,cleaned_operators.gemini_v2_common,_PandasOp,time_series_network,,extended,PENDING,,,,,,,,,,ratio,x|window|min_periods|min_nodes|min_coverage_fraction,"{""min_coverage_fraction"": ""MISSING"", ""min_nodes"": ""MISSING"", ""min_periods"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel|pit_safe|causal|deterministic|signature:x,window,min_periods,min_nodes,min_coverage_fraction->series|domain:path_geometry|unit:ratio|cost:4|hvg|extended",ts_hvg_assortativity
ts_hvg_clustering_coefficient,,cleaned_operators.gemini_v2_common,_PandasOp,time_series_network,,extended,PENDING,,,,,,,,,,ratio,x|window|min_periods|min_nodes|min_coverage_fraction,"{""min_coverage_fraction"": ""MISSING"", ""min_nodes"": ""MISSING"", ""min_periods"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel|pit_safe|causal|deterministic|signature:x,window,min_periods,min_nodes,min_coverage_fraction->series|domain:path_geometry|unit:ratio|cost:5|hvg|extended",ts_hvg_clustering_coefficient
ts_hvg_degree_entropy,,cleaned_operators.gemini_v2_common,_PandasOp,time_series_network,,daily,PENDING,,,,,,,,,,entropy,x|window|min_periods|min_nodes|min_coverage_fraction,"{""min_coverage_fraction"": ""MISSING"", ""min_nodes"": ""MISSING"", ""min_periods"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"daily|panel|pit_safe|causal|deterministic|signature:x,window,min_periods,min_nodes,min_coverage_fraction->series|domain:path_geometry|unit:entropy|cost:4|hvg",ts_hvg_degree_entropy
ts_hvg_forward_backward_asymmetry,,cleaned_operators.gemini_v2_common,_PandasOp,time_series_network,,daily,PENDING,,,,,,,,,,entropy,x|window|min_periods|min_nodes|min_coverage_fraction,"{""min_coverage_fraction"": ""MISSING"", ""min_nodes"": ""MISSING"", ""min_periods"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"daily|panel|pit_safe|causal|deterministic|signature:x,window,min_periods,min_nodes,min_coverage_fraction->series|domain:path_geometry|unit:entropy|cost:4|hvg",ts_hvg_forward_backward_asymmetry
ts_hvg_motif_entropy,,cleaned_operators.gemini_v2_common,_PandasOp,time_series_network,,extended,PENDING,,,,,,,,,,entropy,x|window|min_periods|min_nodes|min_coverage_fraction,"{""min_coverage_fraction"": ""MISSING"", ""min_nodes"": ""MISSING"", ""min_periods"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel|pit_safe|causal|deterministic|signature:x,window,min_periods,min_nodes,min_coverage_fraction->series|domain:path_geometry|unit:entropy|cost:5|hvg|extended",ts_hvg_motif_entropy
ts_hysteresis_age,,cleaned_operators.alpha_language_state,TsHysteresisAge,time_series_state,time_series_state,daily,PENDING,,,,,,,,,,,z|upper|lower|cap|missing_policy,"{""missing_policy"": ""CARRY_STATE_FREEZE_CLOCK""}",pandas_numpy|polars,,"time_series_state|daily|pit_safe|causal|typed_v2|signature:z,upper,lower,cap,missing_policy->series|domain:trading_state|unit:ratio|cost:1",状态方向 * 状态持续年龄/cap。
ts_hysteresis_state,,cleaned_operators.alpha_language_state,TsHysteresisState,time_series_state,time_series_state,daily,PENDING,,,,,,,,,,,z|upper|lower|missing_policy,"{""missing_policy"": ""CARRY_STATE_FREEZE_CLOCK""}",pandas_numpy|polars,,"time_series_state|daily|pit_safe|causal|typed_v2|signature:z,upper,lower,missing_policy->series|domain:trading_state|unit:state|cost:1","双阈值滞后状态机输出 {-1,0,+1}。"
ts_impulse_return,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_ts_impulse_return,price_structure,technical_structure,daily,PENDING,,,,,,,,,,,close|window,{},pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|production_extension,Return over a configurable impulse window.
ts_impulse_strength,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_ts_impulse_strength,price_structure,technical_structure,daily,PENDING,,,,,,,,,,,close|window|vol_window,{},pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|production_extension,Impulse return normalized by recent close-to-close volatility.
ts_impulse_volume,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_ts_impulse_volume,price_structure,technical_structure,daily,PENDING,,,,,,,,,,,volume|window|baseline_window,{},pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|production_extension,Impulse-period volume versus a prior baseline.
ts_industry_liquidity_beta,,cleaned_operators.cross_section.peer_ops,PeerOps_ts_industry_liquidity_beta,group_neutralization,peer,daily,PENDING,,,,,,,,,,,own_return|industry_liquidity|window,{},pandas_numpy|polars,,"group_neutralization|daily|pit_safe|causal|typed_v2|signature:own_return,industry_liquidity,window->series|domain:peer|unit:level|cost:2",个股收益对行业流动性变化的滚动 Beta。
ts_interval_exploration_efficiency,,cleaned_operators.interval_geometry,TsIntervalExplorationEfficiency,interval_geometry,interval_geometry,daily,PENDING,,,,,,,,,,,high|low|close|window,{},pandas_numpy|polars,,"interval_geometry|daily|pit_safe|causal|typed_v2|deterministic|signature:high,low,close,window->series|domain:price_geometry|unit:ratio|cost:2",价格包络跨度 / 窗口真实波幅总和（区间版 path efficiency）。
ts_interval_nesting_depth,,cleaned_operators.interval_geometry,TsIntervalNestingDepth,interval_geometry,interval_geometry,daily,PENDING,,,,,,,,,,,low|high|mode,{},pandas_numpy|polars,,"interval_geometry|daily|pit_safe|causal|typed_v2|deterministic|signature:low,high,mode->series|domain:price_geometry|unit:bars|cost:1",连续 inside/outside bar 的嵌套深度（stateful）。
ts_interval_occupancy_entropy,,cleaned_operators.interval_geometry,TsIntervalOccupancyEntropy,interval_geometry,interval_geometry,daily,PENDING,,,,,,,,,,,low|high|window|bins,{},pandas_numpy|polars,,"interval_geometry|daily|pit_safe|causal|typed_v2|deterministic|signature:low,high,window,bins->series|domain:price_geometry|unit:entropy|cost:3",区间覆盖各 bin 质量的归一化熵（集中度/铺开度）。
ts_interval_occupancy_mode_distance,,cleaned_operators.interval_geometry,TsIntervalOccupancyModeDistance,interval_geometry,interval_geometry,daily,PENDING,,,,,,,,,,,x|low|high|window|bins,{},pandas_numpy|polars,,"interval_geometry|daily|pit_safe|causal|typed_v2|deterministic|signature:x,low,high,window,bins->series|domain:price_geometry|unit:ratio|cost:3",x 相对历史区间占用众数带中心的归一化距离。
ts_interval_overlap_connected_component_ratio,ts_interval_overlap_component_ratio,cleaned_operators.interval_geometry,TsIntervalOverlapComponentRatio,interval_geometry,interval_geometry,daily,PENDING,,,,,,,,,,,low|high|window,{},pandas_numpy|polars,,"interval_geometry|daily|pit_safe|causal|typed_v2|deterministic|signature:low,high,window->series|domain:price_geometry|unit:ratio|cost:4",最大重叠连通分量 / 窗口 K 线数（价格结构连续 vs 分裂）。
ts_interval_union_coverage,,cleaned_operators.interval_geometry,TsIntervalUnionCoverage,interval_geometry,interval_geometry,daily,PENDING,,,,,,,,,,,low|high|window,{},pandas_numpy|polars,,"interval_geometry|daily|pit_safe|causal|typed_v2|deterministic|signature:low,high,window->series|domain:price_geometry|unit:ratio|cost:2",K 线区间并集长度 / 价格包络（断层与覆盖程度）。
ts_joint_energy_shift,,cleaned_operators.distribution_break,TsJointEnergyShift,distribution_shift,distribution_shift,daily,PENDING,,,,,,,,,,,f1|f2|f3|recent_window|prior_window,{},pandas_numpy|polars,,"distribution_shift|daily|pit_safe|causal|typed_v2|deterministic|asof_previous_observation|signature:f1,f2,f3,recent_window,prior_window->series|domain:price_volume|unit:distance|cost:6",多变量 Energy distance 联合分布漂移（recent vs prior，固定 3-feature；asof t-1）。
ts_jump_bipower_proxy,,cleaned_operators.alpha_language_volatility,TsJumpBipowerProxy,time_series_volatility,time_series_volatility,daily,PENDING,,,,,,,,,,,ret|window|min_periods,{},pandas_numpy|polars,,"time_series_volatility|daily|pit_safe|causal|typed_v2|signature:ret,window,min_periods->series|domain:volatility|unit:ratio|cost:1",日频 bipower 跳跃占比。
ts_kalman_beta,,cleaned_operators.ts_model.state_space,_StateOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,,,y|x|q|r,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:y,x,q,r->series|domain:price_volume|unit:level|cost:8|extended",动态市场 Beta 状态。
ts_kalman_beta_change,,cleaned_operators.ts_model.state_space,_StateOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,,,y|x|q|r,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:y,x,q,r->series|domain:price_volume|unit:level|cost:8|extended",动态 Beta 变化。
ts_kalman_beta_uncertainty,,cleaned_operators.ts_model.state_space,_StateOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,,,y|x|q|r,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:y,x,q,r->series|domain:price_volume|unit:level|cost:8|extended","Beta 状态滤波协方差 P(标准误为 sqrt(P), 此处输出 P)。"
ts_kalman_innovation_z,,cleaned_operators.ts_model.state_space,_StateOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,,,x|q|r,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,q,r->series|domain:price_volume|unit:level|cost:8|extended",观测值相对 Kalman 预测的标准化创新。
ts_kalman_level,,cleaned_operators.ts_model.state_space,_StateOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,,,x|q|r,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,q,r->series|domain:price_volume|unit:level|cost:8|extended",局部水平模型的过滤水平估计。
ts_kalman_trend,,cleaned_operators.ts_model.state_space,_StateOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,,,x|q_level|q_trend|r,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,q_level,q_trend,r->series|domain:price_volume|unit:level|cost:8|extended",局部线性趋势模型的潜在斜率。
ts_kernel_granger_score,,cleaned_operators.gemini_v2_common,_PandasOp,research_nonlinear,,extended,PENDING,,,,,,,,,,level,y|x|window|lag,"{""lag"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"panel|pit_safe|causal|deterministic|signature:y,x,window,lag->series|domain:causality|unit:level|cost:9|extended",ts_kernel_granger_score
ts_km_diffusion_gradient,,cleaned_operators.markov_dynamics,TsKmDiffusionGradient,state_dynamics,state_dynamics,daily,PENDING,,,,,,,,,,,x|window|bins|lag|min_count,{},pandas_numpy|polars,,"state_dynamics|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_count->series|domain:price_volume|unit:diffusion|cost:5",当前状态扩散梯度 dD2/dx（状态依赖异方差）。
ts_km_equilibrium_distance,,cleaned_operators.markov_dynamics,TsKmEquilibriumDistance,state_dynamics,state_dynamics,daily,PENDING,,,,,,,,,,,x|window|bins|lag|min_count,{},pandas_numpy|polars,,"state_dynamics|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_count->series|domain:price_volume|unit:zscore|cost:5",当前值相对 D1 吸引子 x* 的距离 (x_t-x*)/MAD。
ts_km_quasipotential_depth,,cleaned_operators.markov_dynamics,TsKmQuasipotentialDepth,state_dynamics,state_dynamics,daily,PENDING,,,,,,,,,,,x|window|bins|lag|min_count,{},pandas_numpy|polars,,"state_dynamics|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_count->series|domain:price_volume|unit:potential|cost:6",当前状态势阱深度（井底-鞍点差）。
ts_kramers_moyal_diffusion,,cleaned_operators.advanced_structure,TsKramersMoyalDiffusion,structure_shift,structure_shift,extended,PENDING,,,,,,,,,,,x|window|bins|lag|min_bin_count,{},pandas_numpy|polars,,"structure_shift|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_bin_count->series|domain:price_volume|unit:ratio|cost:5|extended",Kramers-Moyal D2 扩散（mean(dx^2)/(2*lag)）。
ts_kramers_moyal_drift,,cleaned_operators.advanced_structure,TsKramersMoyalDrift,structure_shift,structure_shift,extended,PENDING,,,,,,,,,,,x|window|bins|lag|min_bin_count,{},pandas_numpy|polars,,"structure_shift|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_bin_count->series|domain:price_volume|unit:ratio|cost:5|extended",Kramers-Moyal D1 漂移（分位数状态 bin + lag 增量）。
