canonical,aliases,surface,lifecycle_status,scope,execution_kind,terminal_or_intermediate,direct_use_status,mining_role,agent_visible,production_certified,production_admitted,directly_usable,mining_visible,composition_usable,terminal_usable,context_admitted,backend_passed,backends,backend_status,backend_signature_consistent,pandas_impl,polars_panel_impl,polars_long_impl,duckdb_impl,math_oracle_pass,oracle_pass,prefix_causality_pass,pit_safe,lookback_contract,implementation_certified,semantic_certified,temporal_certified,source_contract_certified,edge_case_passed,determinism_verified,runtime_execution_verified,stateful,execution_model,full_history_replay_required,cost_tier,factor_role
ts_ridge_regression_predictive_resid,,extended,experimental,time_series,pandas_numpy=|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,2,alpha
ts_ridge_regression_resid_z,,daily,production,time_series,pandas_numpy=|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,supporting,research_tool,diagnostic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",,,,,,,,FALSE,independent_with_warmup,FALSE,1,diagnostic
ts_robust_ema,,extended,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_robust_zscore_inclusive,ts_robust_zscore,extended,experimental,time_series,pandas_numpy=|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_robust_zscore_prior,,extended,experimental,time_series,pandas_numpy=|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_roll_effective_spread,,extended,experimental,time_series,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,4,alpha
ts_rolling_median_causal,,extended,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_roughness,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_rqa_determinism_fixed_rr,,extended,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,7,alpha
ts_rqa_laminarity_fixed_rr,,extended,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,7,alpha
ts_run_concentration,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_run_efficiency,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_run_strength,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_sample_entropy,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,7,alpha
ts_scale_shift,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_score_rank_weighted_mean,,extended,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,3,alpha
ts_semivariance_balance,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_sharpe,,daily,production,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pandas_numpy|polars|sql,implemented,FALSE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,TRUE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_sign_cluster_index,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_sign_persistence,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_skew,Skew|TS_SKEW|m_skew|skew|ts_skewness,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_sma_cn,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha_high_cost,alpha_high_cost,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,unknown,FALSE,"{'kind': 'recursive_state', 'parameters': ['n'], 'requires_checkpoint_for_segments': True, 'finite_warmup_is_approximation': True}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,full_history,FALSE,1,alpha_high_cost
ts_spectral_centroid,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,3,alpha
ts_spectral_entropy,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,5,alpha
ts_spectral_flatness,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,3,alpha
ts_spectral_lowpass_trailing,,extended,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,2,alpha
ts_spectral_peak_concentration,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,3,alpha
ts_spectral_quality_factor,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,4,alpha
ts_ssa_denoise_trailing,,extended,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_ssa_prior_reconstruction_error,,extended,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,7,alpha
ts_ssa_reconstruction_residual,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,7,alpha
ts_staleness,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_state_age_percentile,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,unknown,FALSE,"{'kind': 'recursive_state', 'parameters': [], 'state_model': 'episode', 'chunking': 'required_full_history', 'history_kind': 'full_history', 'requires_checkpoint_for_segments': False, 'finite_warmup_is_approximation': True}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,full_history,FALSE,1,alpha
ts_state_density,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,3,alpha
ts_state_entry_strength,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,unknown,FALSE,"{'kind': 'recursive_state', 'parameters': [], 'state_model': 'recursive', 'chunking': 'required_full_history', 'history_kind': 'full_history', 'requires_checkpoint_for_segments': False, 'finite_warmup_is_approximation': True}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,full_history,FALSE,1,alpha
ts_state_exit_hazard,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,unknown,FALSE,"{'kind': 'recursive_state', 'parameters': [], 'state_model': 'episode', 'chunking': 'required_full_history', 'history_kind': 'full_history', 'requires_checkpoint_for_segments': False, 'finite_warmup_is_approximation': True}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,full_history,FALSE,1,alpha
ts_state_integral,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,unknown,FALSE,"{'kind': 'recursive_state', 'parameters': [], 'state_model': 'recursive', 'chunking': 'required_full_history', 'history_kind': 'full_history', 'requires_checkpoint_for_segments': False, 'finite_warmup_is_approximation': True}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,full_history,FALSE,1,alpha
ts_state_residual_life,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,unknown,FALSE,"{'kind': 'recursive_state', 'parameters': [], 'state_model': 'episode', 'chunking': 'required_full_history', 'history_kind': 'full_history', 'requires_checkpoint_for_segments': False, 'finite_warmup_is_approximation': True}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,full_history,FALSE,1,alpha
ts_std,Std|TS_STD|m_std|running_std|std|std_n|ts_std_dev|ts_stddev|window_std,daily,production,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,TRUE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,1,alpha
ts_std_if,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
